apparel_cloth_scarf_CardName,Cloth Scarf
CMC_ProfessorGreeting_AboutInn_Line,"The inn. A warm hearth, warmer cider, and the innkeeper's cat underfoot. I take my evenings here when the lecture hall grows too quiet. Even a scholar needs company now and then."
CMC_ProfessorGreeting_DayGated_Line,"Since you ask, the lecture hall has been busy. Given a few more days I expect I'll have proper work for a pair of willing hands."
CMC_ProfessorGreeting_DayGated_Answer_Ok,I'll keep that in mind.

CMC_MeleeFighting_GameName,Melee Fighting
CMC_MeleeFighting_Description,Increases your success chances and damage when fighting with melee weapons.
CMC_VillageField_YieldStat,Yield
CMC_VillageField_Flax_CardName,Flax Field
CMC_VillageField_Flax_CardDescription,"A patch of flax growing wild at the old village farm. The blue flowers nod in the spring breeze. It can be harvested through the season, but the soil gives only so much before the patch is spent."
CMC_VillageField_Flax_DA_Harvest,Harvest Flax
CMC_VillageField_Flax_Spent,The flax patch has given all it can this season.
CMC_VillageField_Turnroot_CardName,Turnroot Field
CMC_VillageField_Turnroot_CardDescription,"Rows of turnroot swelling in the summer soil of the old village farm. They can be pulled through the season, but the patch is spent once the ground is bare."
CMC_VillageField_Turnroot_DA_Harvest,Harvest Turnroot
CMC_VillageField_Turnroot_Spent,The turnroot patch has given all it can this season.
CMC_VillageField_Rye_CardName,Rye Field
CMC_VillageField_Rye_CardDescription,"Tall rye ripening gold across the autumn village farm. It can be cut through the season, but once the field is reaped there is no more until next year."
CMC_VillageField_Rye_DA_Harvest,Harvest Rye
CMC_VillageField_Rye_Spent,The rye field has been reaped bare for the season.
CMC_VillageField_HealthStat,Health
CMC_Academy_CardName,Village Academy
CMC_Academy_CardDescription,"A stone hall of learning where the village masters teach their trades. Step inside to enroll in courses on architecture, metallurgy, or herbalism."
CMC_Academy_Help,Academy
CMC_Academy_DA_Enter,Enter the Academy
CMC_Academy_DA_Enter_Fade,Entering the academy...
CMC_AcademyInterior_CardName,Village Academy
CMC_AcademyInteriorLocation_CardName,Village Academy
CMC_AcademyExit_CardName,Academy Door
CMC_AcademyExit_DA_Exit,Exit
CMC_AcademyExit_DA_Exit_Fade,Leaving the academy...
CMC_AcademyLectern_CardName,Lecture Hall
CMC_AcademyLectern_CardDescription,"The academy masters lecture here. Drag Salt, metal Nuggets, or Duros Coins onto the lectern to fund your Tuition Account (holds up to 1000); each two-hour study session draws 100 from that balance, including the final exam. Choose a subject below to advance its coursework; when only one session remains, sit the final exam to earn your degree."
CMC_AcademyLectern_DA_Architecture,Study Architecture
CMC_AcademyLectern_DA_Architecture_Desc,"A two-hour lecture on load-bearing frames and waterworks. The full course takes 72 hours of study; each session draws 100 from your Tuition Account. When one session remains, the final exam becomes available."
CMC_AcademyLectern_DA_Metallurgy,Study Metallurgy
CMC_AcademyLectern_DA_Metallurgy_Desc,"A two-hour session at the assay bench. The full course takes 60 hours of study; each session draws 100 from your Tuition Account. When one session remains, the final exam becomes available."
CMC_AcademyLectern_DA_Herbalism,Study Herbalism
CMC_AcademyLectern_DA_Herbalism_Desc,"A two-hour session among the herb gardens. The full course takes 30 hours of study; each session draws 100 from your Tuition Account. When one session remains, the final exam becomes available."
CMC_AcademyLectern_DA_ArchitectureFinal,Final Exam: Architecture
CMC_AcademyLectern_DA_ArchitectureFinal_Desc,"The final two-hour examination. Pass it to earn the Architecture degree: unlocks the Water-Driven Sawmill and Grinding Mill blueprints, and, together with a Metallurgy degree, the Water-Driven Forge and Workshop."
CMC_AcademyLectern_DA_MetallurgyFinal,Final Exam: Metallurgy
CMC_AcademyLectern_DA_MetallurgyFinal_Desc,"The final two-hour examination. Pass it to earn the Metallurgy degree: unlocks the Copper Sheet recipe, and, together with an Architecture degree, the Water-Driven Forge and Workshop."
CMC_AcademyLectern_DA_HerbalismFinal,Final Exam: Herbalism
CMC_AcademyLectern_DA_HerbalismFinal_Desc,The final two-hour examination. Pass it to earn the Herbalism degree: from then on you gather twice as much whenever you forage.
CMC_AcademyLectern_Prog_Architecture,Architecture
CMC_AcademyLectern_Prog_Metallurgy,Metallurgy
CMC_AcademyLectern_Prog_Herbalism,Herbalism
CMC_AcademyLectern_Prog_Tuition,Tuition Account
CMC_AcademyLectern_CI_Deposit,Deposit Currency
CMC_AcademyLectern_CI_Deposit_Desc,"Adds the value of the dragged Salt, Nugget, or Duros Coin to the Tuition Account (max 1000)."
CMC_AcademyLectern_StudyBlocked,The coursework is complete; sit the final exam.
CMC_AcademyLectern_FinalNotReady,You are not ready for the final examination.
CharacterTraits_Perk_HigherEducation_PerkName,Higher Education
CharacterTraits_Perk_HigherEducation_PerkDescription,"Retired trait. The village Academy now stands for every character, and its courses gate their blueprint rewards for everyone; this trait no longer appears at character creation and has no effect. It is kept only so older saves that selected it remain valid."
CharacterTraits_Perk_GradArchitecture_PerkName,Architecture Graduate
CharacterTraits_Perk_GradArchitecture_PerkDescription,"You completed the Academy's architecture course. The Water-Driven Sawmill and Grinding Mill blueprints are yours, and together with a Metallurgy degree, the Water-Driven Forge and Workshop."
CharacterTraits_Perk_GradMetallurgy_PerkName,Metallurgy Graduate
CharacterTraits_Perk_GradMetallurgy_PerkDescription,"You completed the Academy's metallurgy course. The Copper Sheet recipe is yours, and together with an Architecture degree, the Water-Driven Forge and Workshop."
CharacterTraits_Perk_GradHerbalism_PerkName,Herbalism Graduate
CharacterTraits_Perk_GradHerbalism_PerkDescription,You completed the Academy's herbalism course. You spot twice as much whenever you forage.
CharacterTraits_Perk_GradFishing_PerkName,Fishing Graduate
CharacterTraits_Perk_GradFishing_PerkDescription,"You completed the Academy's fishing course. The Iron Fishing Rod recipe is yours, and you've learned to read the water for a better catch."
CharacterTraits_Perk_GradArmorer_PerkName,Armorer Graduate
CharacterTraits_Perk_GradArmorer_PerkDescription,"You completed the Academy's armorer course. The copper and iron armor recipes (Breastplate, Helmet, Greaves, Gauntlets) are yours."
CharacterTraits_Perk_GradMedicine_PerkName,Medicine Graduate
CharacterTraits_Perk_GradMedicine_PerkDescription,You completed the Academy's medicine course. You know how to properly dress a wound and manage pain: wounds clot and aches fade noticeably faster.
CMC_AcademyLectern_DA_Fishing,Study Fishing
CMC_AcademyLectern_DA_Fishing_Desc,"A two-hour session mending nets and reading water. The full course takes 24 hours of study; each session draws 100 from your Tuition Account. When one session remains, the final exam becomes available."
CMC_AcademyLectern_DA_FishingFinal,Final Exam: Fishing
CMC_AcademyLectern_DA_FishingFinal_Desc,The final two-hour examination. Pass it to earn the Fishing degree: unlocks the Iron Fishing Rod recipe and teaches you to read the water for a better catch.
CMC_AcademyLectern_DA_Armorer,Study Armorer
CMC_AcademyLectern_DA_Armorer_Desc,"A two-hour session at the armorer's bench, hammering fittings and fitting straps. The full course takes 24 hours of study; each session draws 100 from your Tuition Account. When one session remains, the final exam becomes available."
CMC_AcademyLectern_DA_ArmorerFinal,Final Exam: Armorer
CMC_AcademyLectern_DA_ArmorerFinal_Desc,"The final two-hour examination. Pass it to earn the Armorer degree: unlocks the copper and iron armor recipes (Breastplate, Helmet, Greaves, Gauntlets)."
CMC_AcademyLectern_DA_Medicine,Study Medicine
CMC_AcademyLectern_DA_Medicine_Desc,"A two-hour session studying wound care and pain management. The full course takes 24 hours of study; each session draws 100 from your Tuition Account. When one session remains, the final exam becomes available."
CMC_AcademyLectern_DA_MedicineFinal,Final Exam: Medicine
CMC_AcademyLectern_DA_MedicineFinal_Desc,"The final two-hour examination. Pass it to earn the Medicine degree: from then on, wounds clot and aches fade noticeably faster."
CMC_AcademyLectern_Prog_Fishing,Fishing
CMC_AcademyLectern_Prog_Armorer,Armorer
CMC_AcademyLectern_Prog_Medicine,Medicine
Combat_And_Armor_FireHardenedSpear_CardName,Fire-Hardened Spear
Combat_And_Armor_FireHardenedSpear_CardDescription,"A simple wooden spear whose point has been hardened in fire. Crude, but deadly in trained hands."
Combat_And_Armor_FireHardenedSpear_UsageDurability.CardStatName,Durability
Combat_And_Armor_FireHardenedSpear_OnZero,Fire-Hardened Spear Broken!
Combat_And_Armor_FireHardenedSpear_Dismantle_ActionName,Dismantle
Combat_And_Armor_FireHardenedSpear_Dismantle_ActionDescription,Break the spear apart to recover the shaft.
Combat_And_Armor_Bp_FireHardenedSpear_CardName,Fire-Hardened Spear
Combat_And_Armor_Bp_FireHardenedSpear_CardDescription,Sharpen a stick and harden the point over a fire.
Combat_And_Armor_Bp_FireHardenedSpear_UnlockConditionsDesc,Find Ash and bring him home
CharredTipStrike_ActionName,Charred-Tip Strike
CharredTipStrike_ActionSuccessLog.LogText,the fire-hardened point punches clean through {0}'s guard!
CharredTipStrike_ActionFailureLog.LogText,"you jab with your {1}, but {0} twists away just in time..."
DMG_Char_Name,Char
SpearThrow_ActionSuccessLog.LogText,you hurl your {1} and it finds its mark in {0} with a satisfying thud!
CMC_InnKeeperTalk_Start_Answer_Forage,Any good foraging nearby?
CMC_InnKeeperTalk_Start_Answer_StayOrWork,"Room for the night, or work?"
CMC_InnKeeperTalk_Start_Forage_Line,"The Foraging Forest off the Village Path is thick with mushrooms and berries most of the year, and the ferns hide more than they let on. Mind you're back before full dark, that's all I ask."
CMC_InnKeeperTalk_Start_Forage_Answer_Thanks,Good to know. Thank you.
CMC_InnKeeperTalk_Start_StayOrWork_Line,"Bed's yours for the asking, and there's always some odd job wants doing around the place. See the counter for either one, I keep the accounts there."
CMC_InnKeeperTalk_Start_StayOrWork_Answer_Ok,I'll see to it.
CMC_InnKeeperTalk_Week2_Line,"Settling in a bit more now, are you? The season's turning, and I've got fresh goods laid in. Care to see what's on offer, or shall I finish that tale I owe you?"
CMC_InnKeeperTalk_Week2_Answer_Trade,What's fresh this time of year?
CMC_InnKeeperTalk_Week2_Answer_Tale,Tell me that tale now.
CMC_InnKeeperTalk_Week2_Answer_Stay,I'll take a bed for the night.
CMC_InnKeeperTalk_Week2_Answer_Leave,Just passing through.
CMC_InnKeeperTalk_Week3_Line,"You've stayed through more than one moon now. Feels right to tell you properly how this place came to be. I came to this valley as a boy, with my mother and father. Nothing here then but river and trees."
CMC_InnKeeperTalk_Week3_Answer_GoOn,How did the Inn come to be?
CMC_InnKeeperTalk_Week3_Answer_Later,Maybe another time.
CMC_InnKeeperTalk_Week3_Backstory2_Line,"My father dug the cellar with his own two hands, and my mother never turned a traveler from the door once the dark caught them out. Word spread. More came to stay than we had room for, so we raised walls around the hearth, then a roof, then the Inn you're sitting in now. I've been thinking it's time this place grew again. The village could use more hands, and truth is, I could use help seeing it done."
CMC_InnKeeperTalk_Week3_Backstory2_Answer_Help,I'll help however I can.
CMC_InnKeeperTalk_Week3_Backstory2_Answer_Progress,How's the well coming along?
CMC_InnKeeperTalk_Week3_Backstory2_Answer_Later,Some other day.
CMC_InnKeeperTalk_AshCheckIn_Line,"Ash treating you well? That cat's got more opinions than the miller's wife, but he's happier for having you."
CMC_InnKeeperTalk_AshCheckIn_Answer_Mouser,Never better. Catches mice every night.
CMC_InnKeeperTalk_AshCheckIn_Answer_Lazy,Sleeps most of the day. Spoiled rotten.
CMC_InnKeeperTalk_AshCheckIn_Answer_Pack,He's decided he owns my pack now.
CMC_InnKeeperTalk_AshCheckIn_Answer_Company,Keeps me company on the cold nights.
CMC_InnKeeperTalk_AshCheckIn_Answer_Gone,Truth is… he wandered off. Haven't seen him in days.
CMC_InnKeeperTalk_AshLostAgain_Line,"Gone off again, has he? That's Ash for you — slips his collar the moment your back's turned. Same as before: try the Foraging Forest off the Village Path, at dusk when he prowls the ferns. Bring a bit of meat or fish and keep still, and he'll pick you a second time. He always does."
CMC_InnKeeperTalk_AshLostAgain_Answer_Ok,I'll bring him home.
CMC_InnKeeperTalk_AshHuntHint_Line,"Haven't seen that cat of yours since yesterday's dusk. He had the look — ears up, tail low, nose testing the wind — then slipped off toward Hunter's Crossing when the light went. When Ash moves like that, there's quarry involved and he means to see it through. You need to get to Hunter's Crossing soon; he'll have tracked something dangerous into the thicket and he won't want to face a boar alone."
CMC_InnKeeperTalk_AshHuntHint_Answer_Go,I'll go find him.
CMC_InnKeeperTalk_AshHuntHint_Answer_Manage,He can hold his own.
CMC_InnKeeperTalk_AshHuntHint2_Line,He can — but a boar doesn't play fair. Follow the game trail east past the old standing stones and you'll reach the Crossing soon enough. Go on.
CMC_InnKeeperTalk_AshHuntHint2_Answer_OnMyWay,On my way.
CMC_AshTakeover_StatName,The Inn Keeper's Worry
CMC_AshTakeover_StatDescription,"Hidden tracker for the Ash reveal, armed at village week 6 once the Well is built."
CMC_InnStoryIndex_StatName,The Inn Keeper's Current Tale
CMC_InnStoryIndex_StatDescription,Hidden tracker for which seasonal story thread is active.
CMC_InnStoryStep_StatName,The Inn Keeper's Tale Progress
CMC_InnStoryStep_StatDescription,Hidden tracker for progress through the active seasonal story.
CMC_InnLastSeason_StatName,The Inn Keeper's Last Season Seen
CMC_InnLastSeason_StatDescription,Hidden bookkeeping stat for seasonal story rerolls.
CMC_InnWellPlansGiven_StatName,The Inn Keeper's Offer
CMC_InnWellPlansGiven_StatDescription,Hidden tracker for whether the Well Plans have been given.
CMC_WellPlans_CardName,Well Plans
CMC_WellPlans_CardDescription,"A charcoal sketch of a stone-lined well, twice the depth of the Inn's old root cellar. The Inn Keeper drew it from memory, the way his father once dug the cellar by hand. Keep it on hand to start the dig in the Village."
CMC_WellPlans_DA_Discard_ActionName,Discard the Old Sketch
CMC_WellPlans_DA_Discard_ActionDescription,The well stands finished in the village. The Inn Keeper's sketch has served its purpose.
CMC_VillageWell_CardName,Village Well
CMC_VillageWell_CardDescription,"A deep, stone-lined well sunk twice as deep as the Inn's root cellar. Draw water here any time by dragging an empty container to it."
CMC_VillageWell_CI_Draw_ActionName,Draw Water
CMC_VillageWell_CI_Draw_ActionDescription,Fill an empty container from the well.
Bp_CMC_VillageWell_CardName,Village Well
Bp_CMC_VillageWell_CardDescription,"Dig a deep, stone-lined well in the village, twice the depth of the Inn's old root cellar, following the Inn Keeper's charcoal sketch. Can only be built at the Village."
Bp_CMC_VillageWell_UnlockConditionsDesc,Have the Inn Keeper's well plans in hand while at the Village
CMC_InnKeeperTalk_Wolves_1_Line,"Coldest winter in memory, that one. The wolves came down out of the high country thin and bold, right up to the fences, and old Tomas swore one of them looked him dead in the eye through his own window glass. Nobody much wanted watch duty after dark that season, and I don't blame them one bit. Traps came up empty three nights running, and torches only bought an hour's peace before the wolves crept back closer each time. It was the miller's wife who noticed something the rest of us had missed: the wolves never came within twenty paces of the smokehouse. Turned out the smell put their noses clean off the scent of anything worth hunting."
CMC_InnKeeperTalk_Wolves_1_Answer_GoOn,So what did she do about it?
CMC_InnKeeperTalk_Wolves_2_Line,"Traps came up empty three nights running, and torches only bought an hour's peace before the wolves crept back. It was the miller's wife who noticed something the rest of us had missed: the wolves never came within twenty paces of the smokehouse. Turned out the smell put their noses clean off the scent of anything worth hunting."
CMC_InnKeeperTalk_Wolves_2_Answer_GoOn,So what did she do?
CMC_InnKeeperTalk_Wolves_3_Line,"She called the whole village into the square and had us hang strips of smoked hide and old fish bones along every fence post and gate, thick as bunting at a festival. Ripest the village ever smelled, I'll tell you, half the children held their noses just walking to bed, but by the third night not a single wolf set paw within a stone's throw of the walls. It held clean through to spring, and once the deer wandered back down from the hills the wolves lost interest in us entirely and went back to easier hunting. We still hang a strip of smoked hide over the north gate every winter to this day, more habit now than need, though old Tomas won't sleep a wink without it there. Funny thing, how a bit of good honest stink saved an entire village."
CMC_InnKeeperTalk_Wolves_3_Answer_GoOn,Did it hold?
CMC_InnKeeperTalk_Wolves_4_Line,"Held clean through to spring, and once the deer wandered back down from the hills, the wolves lost interest in us entirely and went back to easier hunting. We still hang a strip of smoked hide over the north gate every winter to this day, more habit now than need, though old Tomas won't sleep a wink without it there. Funny thing, how a bit of good honest stink saved an entire village."
CMC_InnKeeperTalk_Wolves_4_Answer_Thanks,That's a fine tale. Thanks for telling it.
CMC_InnKeeperTalk_Wolves_4_Answer_Wry,Noted: avoid the miller's wife at supper.
CMC_InnKeeperTalk_Mushroom_1_Line,"Had a peddler come through one autumn, sharp dressed fellow, full of opinions about foraging he had no business holding. Insisted he knew his mushrooms better than any village forager, picked himself a nice fat cap out past the tree line, and ate it raw before anyone could stop him, wrong cap as it turned out, and wrong by quite a margin. Within the hour he was convinced the inn's rafters were speaking to him in verse, and not bad verse either, by his own account. He climbed up on this very table, arms out like a scarecrow, and announced to the whole common room that he'd been made an honorary badger, then spent a good twenty minutes bowing to the fireplace, calling it 'Your Grace.'"
CMC_InnKeeperTalk_Mushroom_1_Answer_GoOn,How did the night end?
CMC_InnKeeperTalk_Mushroom_2_Line,"Within the hour he was convinced the inn's rafters were speaking to him in verse, and not bad verse either, by his own account. He climbed up on this very table, arms out like a scarecrow, and announced to the whole common room that he'd been made an honorary badger. Spent a good twenty minutes bowing to the fireplace, calling it 'Your Grace.'"
CMC_InnKeeperTalk_Mushroom_2_Answer_GoOn,Then what?
CMC_InnKeeperTalk_Mushroom_3_Line,"He tried to trade his boots to the cat for what he called 'safe passage through the badger kingdom,' and the cat, being a sensible creature, wanted nothing to do with any of it. Somewhere in there he became convinced his own shadow was following him with intent to rob him, and spent a solid hour negotiating with it in the corner while my father just kept refilling water and moving the sharp objects out of reach. Come sunrise he woke up on the floor, boots still on his feet, utterly baffled why every soul in the inn was grinning at him over breakfast. Swore off foraging for himself forever after, and paid double for a proper forager's basket before he left, no questions asked. To this day I tell every newcomer: if you don't know the mushroom, ask before you eat it, that peddler's shadow is still owed an apology somewhere."
CMC_InnKeeperTalk_Mushroom_3_Answer_GoOn,How did the night end?
CMC_InnKeeperTalk_Mushroom_4_Line,"Come sunrise he woke up on the floor, boots still on his feet, utterly baffled why every soul in the inn was grinning at him over breakfast. Swore off foraging for himself forever after, and paid double for a proper forager's basket before he left, no questions asked. To this day I tell every newcomer: if you don't know the mushroom, ask before you eat it, that peddler's shadow is still owed an apology somewhere."
CMC_InnKeeperTalk_Mushroom_4_Answer_Thanks,I'll be sure to ask first.
CMC_InnKeeperTalk_Mushroom_4_Answer_Wry,Honorary badger. I like that title.
CMC_InnKeeperTalk_Fish_1_Line,"Now this one my uncle swears is true, though he swears a great many things are true. Out on the river one summer evening, quiet water, not a ripple, when something took his line so hard it nearly dragged him clean off the bank, bending his rod into a shape no rod ought to bend into. He fought it for the better part of an hour, or so he tells it, and each retelling the hour grows a little longer. Said the fish surfaced once, just once, and looked him square in the eye with an expression he could only describe as disappointed in him personally. By his account it was the size of a rowboat, though the size seems to grow a bit with every winter that passes too."
CMC_InnKeeperTalk_Fish_1_Answer_GoOn,Did he land it?
CMC_InnKeeperTalk_Fish_2_Line,"Fought it for the better part of an hour, or so he tells it, and each retelling the hour grows a little longer. Said the fish surfaced once, just once, and looked him square in the eye with an expression he could only describe as disappointed in him personally. By his account it was the size of a rowboat, though the size seems to grow a bit with every winter that passes too."
CMC_InnKeeperTalk_Fish_2_Answer_GoOn,Did he land it?
CMC_InnKeeperTalk_Fish_3_Line,"Just as he had it near the bank, close enough to touch, the line snapped clean through, and the fish gave what he insists was a mocking little flick of its tail before it vanished back under. He came home soaked to the bone, empty handed, and utterly certain it was the finest fish that had ever lived in that river or any other, and nobody else was there to see a scale of it, of course, which he says is exactly the sort of detail a truly legendary fish arranges for itself. Half the village has started calling that stretch of river 'the old man's grief' just to needle him over it. He still fishes that same spot every summer, same rod even, waiting on what he calls a proper rematch. I've long since given up asking whether any of it happened the way he says, a good fish story doesn't need much truth in it to be worth the telling."
CMC_InnKeeperTalk_Fish_3_Answer_GoOn,So nobody can back up the story?
CMC_InnKeeperTalk_Fish_4_Line,"Not one soul, no, but my uncle tells it with such conviction that half the village has started calling that stretch of river 'the old man's grief' just to needle him. He still fishes that same spot every summer, same rod even, waiting on what he calls a proper rematch. I've long since given up asking whether any of it happened the way he says, a good fish story doesn't need much truth in it to be worth the telling."
CMC_InnKeeperTalk_Fish_4_Answer_Thanks,"A tale worth its salt, true or not."
CMC_InnKeeperTalk_Fish_4_Answer_Wry,"That fish has a story too, I bet."
CMC_InnKeeperTalk_Miller_1_Line,"The miller's a proud man about that wheel of his, always has been, and one autumn a traveling grain merchant made the mistake of saying so within earshot. Merchant claimed his own family mill back wherever he hailed from could grind a sack of grain to fine flour faster than any wheel in this whole forest, and the miller near dropped his pipe hearing that. Wager was struck right there in the square before either of them thought better of it: a full cask of the inn's best cider against the merchant's finest travel cloak, first to grind a sack to proper baking flour wins outright. Half the village turned up to watch, more for the spectacle of two stubborn men than any real interest in flour, and the miller wouldn't let anyone near his wheel to help, said a fair contest needed a fair hand, his own."
CMC_InnKeeperTalk_Miller_1_Answer_GoOn,So what happened?
CMC_InnKeeperTalk_Miller_2_Line,"Wager was struck right there in the square before either of them thought better of it: a full cask of the inn's best cider against the merchant's finest travel cloak, first to grind a sack to proper baking flour wins outright. Half the village turned up to watch, more for the spectacle of two stubborn men than any real interest in flour. The miller wouldn't let anyone near his wheel to help, said a fair contest needed a fair hand, his own."
CMC_InnKeeperTalk_Miller_2_Answer_GoOn,Who was winning?
CMC_InnKeeperTalk_Miller_3_Line,"Merchant's method was all elbow grease and a hand quern he'd hauled along in his cart, fast at first but his arms gave out well before the sack did. The miller, meanwhile, had quietly diverted a touch more water onto his own wheel the night before, swearing up and down it was coincidence and the river was simply generous that week, and nobody quite believed him but nobody could prove otherwise either. Miller finished first by a good margin, flour fine as powder snow, and the merchant handed over that cloak with about as much grace as a man can manage while grumbling the whole time. They shared the cask of cider together that same night, thick as old friends by the time it was empty, and the merchant still stops through every harvest to needle the miller about that river's 'generosity.' Nobody's proven a thing, mind you, but that mill has never once run slow since."
CMC_InnKeeperTalk_Miller_3_Answer_GoOn,Who won the wager?
CMC_InnKeeperTalk_Miller_4_Line,"Miller finished first by a good margin, flour fine as powder snow, and the merchant handed over that cloak with about as much grace as a man can manage while grumbling the whole time. They shared the cask of cider together that same night, thick as old friends by the time it was empty, and the merchant still stops through every harvest to needle the miller about that river's 'generosity.' Nobody's proven a thing, mind you, but that mill has never once run slow since."
CMC_InnKeeperTalk_Miller_4_Answer_Thanks,Sounds like the miller found a clever edge.
CMC_InnKeeperTalk_Miller_4_Answer_Wry,I wonder how generous that river really was.
CMC_InnKeeperTalk_Ferryman_1_Line,"There's an old crossing further down the river, past where most folk care to wander, where they say a ferryman still waits for passengers who never quite arrive. My grandmother told it first, how on certain fog thick nights you can hear the creak of oarlocks out on the water with no boat in sight to match the sound; she never crossed there after dark again, not once in her whole life. Story goes he ferried travelers across for a fair coin his whole life, honest work, until one crossing in a storm the current took the boat and him with it, and he was never found. Some say he still keeps to his old post out of habit more than haunting, waiting on a fare that drowned along with him. Others say he's simply forgotten he's not needed anymore, and keeps rowing all the same."
CMC_InnKeeperTalk_Ferryman_1_Answer_GoOn,Has anyone seen him?
CMC_InnKeeperTalk_Ferryman_2_Line,"Story goes he ferried travelers across for a fair coin his whole life, honest work, until one crossing in a storm the current took the boat and him with it, and he was never found. Some say he still keeps to his old post out of habit more than haunting, waiting on a fare that drowned along with him. Others say he's simply forgotten he's not needed anymore, and keeps rowing all the same."
CMC_InnKeeperTalk_Ferryman_2_Answer_GoOn,Has anyone seen him?
CMC_InnKeeperTalk_Ferryman_3_Line,"A trapper I knew swore he saw a lantern bobbing low over the water one autumn night, right where the old landing used to stand before the river shifted its course. Called out to it, thinking it a traveler in trouble, and the light simply drifted off downstream without a word of answer, faster than any current should carry it. He didn't go back to that stretch of river again, not for trapping, not for anything, and truth be told I don't think anyone else rightly wants to either. Some tales are better left as tales, a light on the water, an old creak of oarlocks, nothing more than that so long as you keep your distance and mind your own crossing. All the same, if you ever find yourself down by that old landing after dark, I'd thank you to walk the long way round instead, just to be safe."
CMC_InnKeeperTalk_Ferryman_3_Answer_GoOn,Did he ever find out the truth of it?
CMC_InnKeeperTalk_Ferryman_4_Line,"No, and truth be told I don't think anyone rightly wants to. Some tales are better left as tales, a light on the water, an old creak of oarlocks, nothing more than that so long as you keep your distance and mind your own crossing. All the same, if you ever find yourself down by that old landing after dark, I'd thank you to walk the long way round instead, just to be safe."
CMC_InnKeeperTalk_Ferryman_4_Answer_Thanks,"I'll take the long way round, just in case."
CMC_InnKeeperTalk_Ferryman_4_Answer_Wry,Maybe he just wants exact fare.
CMC_ClayFlats_CardName,Clay Shoal
CMC_Env_ClayFlats_CardName,Clay Shoal
CMC_ClayFlats_CardDescription,"Low-lying wetland flats dominated by alder trees, with patches of exposed clay ideal for digging."
CMC_ClayFlats_CardHelpSection,"<b>Alder Clearing, Wetlands, Riverbank:</b>

<b>Conditions:</b> Acidic and humid soil.

<b>Flora:</b> Alders, Bog Myrtle, Kingcup, Forest Caps, Spirit Mushrooms.

<b>Fauna:</b> Frogs, Mosquitoes.

<b>Also:</b> A clay-rich mound along the bank can be dug for raw clay."
CMC_MarshHollow_CardName,Sodden Hollow
CMC_Env_MarshHollow_CardName,Sodden Hollow
CMC_MarshHollow_CardDescription,"A boggy depression filled with marsh plants, willows, and alder growth, with standing pools of water."
CMC_MarshHollow_CardHelpSection,"<b>Alder Clearing:</b>

<b>Flora:</b> Alders, Willows, Birch, Appleweed, Moss.

<b>Fauna:</b> Mosquitoes."
CMC_MossyClearing_CardName,Moss-Grown Clearing
CMC_Env_MossyClearing_CardName,Moss-Grown Clearing
CMC_MossyClearing_CardDescription,A shaded oak clearing where moisture and shade have encouraged thick moss growth on the damp ground.
CMC_MossyClearing_CardHelpSection,"<b>Oak Clearing:</b>

<b>Flora:</b> Oaks, Birch, Appleweed, Healer's Moss, Spirit Mushrooms, Acorns (autumn), Forest Caps.

<b>Fauna:</b> Squirrels, Boars."
CMC_PineTrail_CardName,Pine Trail
CMC_Env_PineTrail_CardName,Pine Trail
CMC_PineTrail_CardDescription,"A narrow path winding through dense pine forest, its floor soft with needles and moss."
CMC_PineTrail_CardHelpSection,"<b>Pine Grove:</b>

<b>Conditions:</b> Acidic soil.

<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.

<b>Fauna:</b> Squirrels."
CMC_HighGrove_CardName,Highland Pines
CMC_Env_HighGrove_CardName,Highland Pines
CMC_HighGrove_CardDescription,"An elevated pine grove with tall, straight trees spaced among moss-covered rocks, offering clear views across the surrounding landscape."
CMC_HighGrove_CardHelpSection,"<b>Pine Grove:</b>

<b>Conditions:</b> Acidic soil. Windy.

<b>Flora:</b> Pines, Healer's Moss, Fireroot, Bilberries (summer), Pine Nuts (autumn), Fly Agaric.

<b>Fauna:</b> Squirrels, Partridges, Foxes, Does, Stags, Wolves."
Bp_CMC_CottageMiller_CardName,Miller's Cottage
Bp_CMC_CottageMiller_CardDescription,"Raise a small stone-and-timber cottage in the village, a modest home, not a landmark. Can only be built at the Village."
Bp_CMC_CottageMiller_UnlockConditionsDesc,Hear the Inn Keeper's plans for the village
CMC_CottageMiller_CardName,Miller's Cottage
CMC_CottageMiller_CardDescription,A small stone-and-timber cottage in the village. Someone's clearly fixing the place up; the whole street feels a little more lived-in for it.
CMC_CottageMiller_DA_Enter,Enter the Cottage
CMC_CottageMiller_DA_Enter_Fade,Entering the cottage...
CMC_MillerCottageInterior_CardName,Miller's Cottage
CMC_MillerCottageInteriorLocation_CardName,Miller's Cottage
CMC_MillerCottageExit_CardName,Cottage Door
CMC_MillerCottageExit_DA_Exit,Exit
CMC_MillerCottageExit_DA_Exit_Fade,Leaving the cottage...
Bp_CMC_CottageWeaver_CardName,Weaver's Cottage
Bp_CMC_CottageWeaver_CardDescription,"Raise a second village cottage on the same stone-and-timber frame as the first, finished with cloth hangings, woven fiber, and rope lashings. Can only be built at the Village."
Bp_CMC_CottageWeaver_UnlockConditionsDesc,Hear the Inn Keeper's plans for the village
CMC_CottageWeaver_CardName,Weaver's Cottage
